dataset,rows,attack_pct,persistence_pct,MI_bits,H_yt_bits,U_uncertainty_coef,lag1_autocorr,n_runs,mean_run_len,max_run_len
NF-UNSW-NB15-v3,2365424,5.398313367920508,91.02815859996288,0.007231812886596958,0.3030820090844718,0.02386091113900919,0.12159571005010011,212223,11.145936114370262,945383
