dataset,rows,attack_pct,persistence_pct,MI_bits,H_yt_bits,U_uncertainty_coef,lag1_autocorr,n_runs,mean_run_len,max_run_len
NF-BoT-IoT-v3,16933808,99.69298695249172,99.93390145523685,0.024240409680207978,0.03004983065035362,0.8066737534150703,0.8920196825971,11194,1512.7575486867966,191629
