dataset,rows,attack_pct,persistence_pct,MI_bits,H_yt_bits,U_uncertainty_coef,lag1_autocorr,n_runs,mean_run_len,max_run_len
TON-IoT,461043,34.930147513355585,99.80023511957697,0.9127868998540636,0.9334433458194719,0.9778707020003726,0.9956055038411068,922,500.0466377440347,150000
